Date,TimeOfDay,Spot,BuyTrader,SellTrader
04/03/2022,12:40:15,96.64,0,4
04/03/2022,12:40:56,96.62,3,1
04/03/2022,12:41:28,96.57,0,2
04/03/2022,12:42:56,96.56,3,0
04/03/2022,12:43:54,96.59,0,2
04/03/2022,12:43:59,96.58,0,2
04/03/2022,12:44:11,96.58,0,5
04/03/2022,12:45:16,96.55,4,0
04/03/2022,12:46:44,96.61,3,0
04/03/2022,12:47:20,96.63,3,5
04/03/2022,12:48:06,96.6,0,2
04/03/2022,12:48:26,96.63,0,2
04/03/2022,12:49:00,96.64,0,2
04/03/2022,12:49:37,96.67,4,0
04/03/2022,12:49:49,96.65,0,2
04/03/2022,12:50:22,96.65,0,1
04/03/2022,12:51:10,96.67,0,4
04/03/2022,12:51:28,96.68,3,0
04/03/2022,12:54:23,96.68,0,4
04/03/2022,12:55:14,96.62,0,5
04/03/2022,12:56:07,96.61,0,4
04/03/2022,12:57:38,96.62,0,4
04/03/2022,12:57:47,96.61,0,4
04/03/2022,12:57:54,96.61,0,4
04/03/2022,12:57:58,96.61,2,0
04/03/2022,12:58:22,96.65,2,0
04/03/2022,12:58:58,96.63,2,4
04/03/2022,12:59:09,96.62,0,4
04/03/2022,12:59:57,96.62,4,0
04/03/2022,13:01:43,96.63,2,0
04/03/2022,13:02:47,96.71,2,0
04/03/2022,13:02:52,96.69,2,0
04/03/2022,13:03:20,96.71,4,5
04/03/2022,13:04:25,96.7,0,5
04/03/2022,13:05:34,96.65,4,5
04/03/2022,13:06:37,96.68,4,0
04/03/2022,13:08:17,96.74,4,0
04/03/2022,13:08:26,96.74,4,0
04/03/2022,13:09:52,96.67,4,5
04/03/2022,13:09:59,96.67,4,0
04/03/2022,13:10:07,96.7,3,2
04/03/2022,13:10:57,96.71,4,0
04/03/2022,13:12:14,96.71,4,0
04/03/2022,13:12:27,96.72,4,5
04/03/2022,13:12:57,96.72,0,1
04/03/2022,13:13:49,96.73,4,5
04/03/2022,13:14:11,96.73,0,5
04/03/2022,13:14:14,96.73,0,5
04/03/2022,13:14:44,96.71,0,2
04/03/2022,13:15:43,96.67,4,0
04/03/2022,13:16:17,96.63,4,0
04/03/2022,13:18:08,96.49,4,0
04/03/2022,13:18:09,96.5,4,1
04/03/2022,13:18:30,96.51,5,0
04/03/2022,13:19:02,96.46,5,1
04/03/2022,13:20:05,96.48,0,4
04/03/2022,13:20:08,96.47,3,4
04/03/2022,13:20:23,96.47,5,0
04/03/2022,13:21:10,96.47,4,0
04/03/2022,13:22:31,96.45,3,0
04/03/2022,13:23:24,96.48,0,1
04/03/2022,13:25:01,96.5,5,0
04/03/2022,13:25:38,96.49,3,0
04/03/2022,13:26:17,96.49,2,0
04/03/2022,13:27:39,96.59,2,0
04/03/2022,13:27:57,96.59,4,0
04/03/2022,13:27:59,96.59,4,0
04/03/2022,13:28:58,96.59,3,0
04/03/2022,13:29:24,96.63,5,0
04/03/2022,13:30:06,96.62,2,0
04/03/2022,13:32:33,96.63,0,4
04/03/2022,13:32:57,96.65,0,4
04/03/2022,13:38:07,96.65,2,4
04/03/2022,13:38:23,96.68,3,0
04/03/2022,13:40:18,96.7,0,1
04/03/2022,13:41:03,96.71,0,4
04/03/2022,13:41:59,96.69,0,2
04/03/2022,13:42:03,96.69,0,1
04/03/2022,13:43:25,96.59,0,4
04/03/2022,13:43:31,96.6,3,4
04/03/2022,13:43:35,96.59,0,1
04/03/2022,13:44:06,96.53,0,2
04/03/2022,13:45:07,96.54,2,0
04/03/2022,13:45:39,96.52,0,2
04/03/2022,13:46:05,96.48,3,2
04/03/2022,13:46:46,96.53,5,0
04/03/2022,13:47:10,96.52,0,2
04/03/2022,13:48:19,96.52,3,0
04/03/2022,13:48:35,96.55,5,0
04/03/2022,13:50:17,96.56,1,2
04/03/2022,13:50:46,96.58,0,4
04/03/2022,13:51:47,96.58,0,4
04/03/2022,13:51:52,96.58,5,0
04/03/2022,13:52:17,96.62,5,0
04/03/2022,13:52:23,96.6,0,4
04/03/2022,13:52:37,96.6,5,0
04/03/2022,13:54:31,96.57,5,4
04/03/2022,13:55:30,96.59,1,0
04/03/2022,13:55:50,96.61,5,0
04/03/2022,13:57:09,96.65,0,4
04/03/2022,13:57:23,96.64,5,0
04/03/2022,13:58:28,96.64,0,4
04/03/2022,13:59:20,96.63,2,0
04/03/2022,13:59:40,96.62,5,0
04/03/2022,13:59:52,96.61,1,0
04/03/2022,14:02:36,96.67,0,4
04/03/2022,14:03:27,96.72,5,0
04/03/2022,14:06:14,96.71,4,0
04/03/2022,14:06:19,96.72,4,0
04/03/2022,14:06:49,96.7,5,0
04/03/2022,14:07:17,96.73,4,0
04/03/2022,14:08:14,96.77,5,0
04/03/2022,14:08:50,96.78,2,0
04/03/2022,14:09:12,96.76,4,0
04/03/2022,14:09:30,96.76,1,2
04/03/2022,14:10:19,96.72,4,2
04/03/2022,14:10:30,96.71,0,2
04/03/2022,14:11:12,96.75,4,2
04/03/2022,14:12:32,96.7,5,0
04/03/2022,14:14:17,96.6,4,0
04/03/2022,14:15:37,96.71,4,0
04/03/2022,14:16:42,96.68,4,0
04/03/2022,14:16:54,96.66,2,0
04/03/2022,14:17:18,96.63,2,0
04/03/2022,14:17:55,96.6,2,0
04/03/2022,14:18:08,96.62,4,0
04/03/2022,14:18:11,96.62,0,5
04/03/2022,14:18:12,96.62,4,0
04/03/2022,14:18:40,96.63,0,5
04/03/2022,14:19:10,96.68,0,5
04/03/2022,14:19:19,96.7,0,5
04/03/2022,14:20:03,96.75,0,5
04/03/2022,14:21:22,96.74,1,0
04/03/2022,14:22:41,96.7,1,4
04/03/2022,14:22:54,96.71,0,4
04/03/2022,14:23:14,96.71,1,5
04/03/2022,14:23:28,96.72,1,0
04/03/2022,14:26:16,96.67,0,4
04/03/2022,14:26:18,96.67,2,0
04/03/2022,14:26:42,96.68,2,0
04/03/2022,14:27:04,96.69,1,0
04/03/2022,14:27:29,96.7,0,5
04/03/2022,14:28:28,96.65,2,5
04/03/2022,14:30:58,96.7,2,0
04/03/2022,14:32:01,96.65,0,4
04/03/2022,14:33:04,96.7,1,0
04/03/2022,14:35:19,96.77,4,0
04/03/2022,14:35:28,96.77,2,0
04/03/2022,14:35:46,96.8,4,0
04/03/2022,14:35:54,96.81,4,0
04/03/2022,14:39:31,96.82,1,0
04/03/2022,14:39:32,96.82,4,0
04/03/2022,14:39:48,96.85,0,2
04/03/2022,14:41:00,96.91,0,5
04/03/2022,14:42:34,96.98,4,0
04/03/2022,14:42:36,96.98,4,0
04/03/2022,14:42:38,96.97,4,0
04/03/2022,14:42:55,96.99,4,0
04/03/2022,14:43:28,97.02,0,5
04/03/2022,14:43:44,96.97,4,0
04/03/2022,14:43:53,96.96,4,5
04/03/2022,14:44:11,96.99,0,2
04/03/2022,14:44:42,96.94,0,5
04/03/2022,14:45:00,96.91,0,2
04/03/2022,14:45:18,96.9,0,5
04/03/2022,14:45:42,96.86,3,0
04/03/2022,14:46:15,96.84,3,0
04/03/2022,14:47:02,96.88,0,5
04/03/2022,14:47:03,96.89,4,5
04/03/2022,14:51:17,96.96,0,5
04/03/2022,14:51:22,96.96,0,5
04/03/2022,14:52:57,96.99,4,5
04/03/2022,14:55:26,96.85,0,5
04/03/2022,14:55:59,96.91,4,0
04/03/2022,14:57:29,96.97,3,0
04/03/2022,14:59:18,97.02,0,5
04/03/2022,14:59:27,97.02,0,5
04/03/2022,15:00:47,97.02,2,0
04/03/2022,15:00:59,97.02,3,0
04/03/2022,15:04:12,97.09,3,0
04/03/2022,15:07:04,97.07,3,0
04/03/2022,15:14:30,97.01,2,0
04/03/2022,15:14:38,97.02,2,0
04/03/2022,15:15:25,97.06,5,0
04/03/2022,15:16:02,97.05,0,4
04/03/2022,15:16:38,96.98,5,0
04/03/2022,15:16:39,96.99,2,0
04/03/2022,15:17:22,96.97,5,0
04/03/2022,15:18:34,96.96,2,0
04/03/2022,15:19:42,96.87,5,0
04/03/2022,15:20:12,96.92,2,0
04/03/2022,15:20:51,96.89,0,4
04/03/2022,15:22:02,96.86,5,0
04/03/2022,15:24:41,96.84,2,0
04/03/2022,15:25:10,96.81,0,4
04/03/2022,15:27:20,96.73,5,0
04/03/2022,15:30:03,96.67,2,0
04/03/2022,15:33:05,96.49,2,0
04/03/2022,15:33:21,96.5,5,0
04/03/2022,15:34:00,96.51,3,0
04/03/2022,15:35:11,96.5,0,4
04/03/2022,15:35:36,96.5,5,0
04/03/2022,15:36:10,96.49,2,0
04/03/2022,15:37:23,96.49,0,4
04/03/2022,15:39:02,96.49,5,0
04/03/2022,15:39:39,96.53,0,4
04/03/2022,15:42:22,96.56,0,4
04/03/2022,15:42:54,96.54,2,4
04/03/2022,15:43:09,96.55,5,0
04/03/2022,15:43:15,96.54,2,0
04/03/2022,15:44:02,96.44,5,0
04/03/2022,15:46:35,96.36,2,0
04/03/2022,15:47:10,96.36,5,0
04/03/2022,15:47:58,96.42,3,0
04/03/2022,15:49:26,96.44,5,0
04/03/2022,15:49:53,96.42,0,4
04/03/2022,15:51:24,96.45,0,4
04/03/2022,15:52:33,96.49,5,0
04/03/2022,15:52:39,96.5,5,0
04/03/2022,15:52:44,96.5,2,0
04/03/2022,15:53:08,96.56,5,0
04/03/2022,15:55:13,96.67,2,0
04/03/2022,15:55:18,96.67,5,0
04/03/2022,15:55:38,96.69,0,4
04/03/2022,15:55:53,96.68,0,4
04/03/2022,15:57:08,96.69,2,0
04/03/2022,15:58:04,96.65,5,0
04/03/2022,15:58:54,96.56,0,4
07/03/2022,09:30:50,96.55,0,2
07/03/2022,09:31:49,96.5,0,2
07/03/2022,09:33:29,96.42,0,4
07/03/2022,09:33:45,96.4,0,4
07/03/2022,09:34:59,96.5,0,5
07/03/2022,09:36:59,96.53,0,2
07/03/2022,09:37:45,96.52,0,2
07/03/2022,09:38:05,96.48,4,2
07/03/2022,09:39:24,96.48,0,5
07/03/2022,09:39:27,96.46,0,5
07/03/2022,09:41:03,96.52,0,4
07/03/2022,09:41:42,96.48,3,0
07/03/2022,09:42:18,96.43,0,5
07/03/2022,09:42:34,96.42,0,4
07/03/2022,09:43:21,96.5,0,2
07/03/2022,09:43:25,96.5,4,0
07/03/2022,09:44:14,96.55,0,2
07/03/2022,09:46:15,96.57,5,0
07/03/2022,09:46:23,96.57,0,4
07/03/2022,09:46:39,96.56,0,4
07/03/2022,09:46:56,96.57,5,0
07/03/2022,09:46:59,96.57,0,2
07/03/2022,09:47:23,96.57,0,4
07/03/2022,09:49:17,96.57,0,2
07/03/2022,09:50:01,96.56,4,2
07/03/2022,09:50:50,96.64,4,0
07/03/2022,09:50:52,96.64,4,0
07/03/2022,09:50:55,96.64,4,5
07/03/2022,09:53:21,96.67,4,0
07/03/2022,09:53:28,96.68,0,1
07/03/2022,09:54:03,96.71,0,2
07/03/2022,09:54:10,96.71,3,0
07/03/2022,09:54:22,96.72,0,5
07/03/2022,09:54:32,96.72,0,2
07/03/2022,09:54:45,96.68,0,2
07/03/2022,09:55:30,96.71,0,5
07/03/2022,09:56:38,96.67,3,0
07/03/2022,09:57:11,96.67,0,2
07/03/2022,09:57:55,96.71,3,0
07/03/2022,09:58:02,96.69,4,0
07/03/2022,09:58:55,96.68,4,5
07/03/2022,10:00:14,96.71,4,0
07/03/2022,10:00:24,96.71,0,2
07/03/2022,10:02:05,96.68,6,2
07/03/2022,10:02:12,96.67,4,0
07/03/2022,10:02:22,96.68,6,0
07/03/2022,10:02:23,96.68,6,0
07/03/2022,10:03:00,96.62,0,2
07/03/2022,10:03:12,96.63,6,5
07/03/2022,10:03:22,96.62,6,0
07/03/2022,10:03:26,96.65,2,0
07/03/2022,10:03:50,96.64,0,1
07/03/2022,10:04:55,96.63,6,0
07/03/2022,10:05:04,96.61,6,5
07/03/2022,10:05:23,96.63,4,0
07/03/2022,10:05:24,96.63,6,0
07/03/2022,10:06:00,96.63,1,5
07/03/2022,10:06:24,96.67,4,0
07/03/2022,10:07:37,96.64,0,1
07/03/2022,10:07:51,96.63,6,0
07/03/2022,10:08:10,96.63,1,0
07/03/2022,10:08:23,96.63,4,0
07/03/2022,10:08:32,96.65,6,5
07/03/2022,10:09:21,96.7,0,5
07/03/2022,10:09:36,96.71,0,5
07/03/2022,10:10:38,96.75,1,2
07/03/2022,10:10:42,96.77,4,0
07/03/2022,10:11:11,96.77,0,2
07/03/2022,10:12:01,96.77,5,0
07/03/2022,10:12:12,96.78,0,4
07/03/2022,10:12:18,96.8,0,4
07/03/2022,10:13:20,96.8,0,4
07/03/2022,10:13:29,96.8,0,4
07/03/2022,10:13:44,96.79,5,0
07/03/2022,10:14:26,96.8,0,4
07/03/2022,10:15:05,96.78,2,0
07/03/2022,10:15:28,96.76,1,0
07/03/2022,10:17:20,96.78,5,4
07/03/2022,10:17:34,96.78,5,0
07/03/2022,10:17:35,96.78,5,4
07/03/2022,10:18:30,96.8,1,0
07/03/2022,10:18:43,96.81,0,4
07/03/2022,10:19:23,96.85,1,0
07/03/2022,10:20:19,96.81,0,5
07/03/2022,10:20:32,96.81,1,4
07/03/2022,10:21:17,96.8,0,4
07/03/2022,10:21:42,96.8,5,0
07/03/2022,10:21:47,96.78,3,0
07/03/2022,10:21:59,96.76,3,4
07/03/2022,10:22:17,96.77,0,1
07/03/2022,10:22:20,96.76,1,2
07/03/2022,10:23:16,96.76,0,4
07/03/2022,10:24:20,96.72,0,5
07/03/2022,10:24:34,96.74,0,5
07/03/2022,10:24:49,96.74,0,5
07/03/2022,10:27:19,96.68,2,0
07/03/2022,10:27:46,96.71,2,0
07/03/2022,10:28:02,96.68,0,5
07/03/2022,10:28:25,96.72,3,0
07/03/2022,10:29:54,96.72,0,4
07/03/2022,10:30:07,96.7,2,4
07/03/2022,10:31:17,96.75,0,5
07/03/2022,10:32:21,96.76,2,4
07/03/2022,10:32:56,96.77,3,0
07/03/2022,10:33:38,96.74,0,4
07/03/2022,10:33:48,96.75,2,0
07/03/2022,10:33:58,96.77,0,4
07/03/2022,10:35:21,96.79,0,4
07/03/2022,10:36:31,96.85,0,4
07/03/2022,10:37:00,96.83,0,4
07/03/2022,10:37:14,96.81,2,0
07/03/2022,10:38:57,96.85,4,0
07/03/2022,10:39:13,96.82,2,0
07/03/2022,10:41:41,96.78,0,2
07/03/2022,10:41:55,96.79,0,5
07/03/2022,10:43:59,96.8,0,2
07/03/2022,10:45:47,96.83,0,2
07/03/2022,10:46:23,96.8,4,2
07/03/2022,10:46:48,96.79,0,2
07/03/2022,10:47:32,96.79,3,2
07/03/2022,10:48:30,96.71,4,2
07/03/2022,10:48:38,96.72,3,0
07/03/2022,10:48:55,96.72,0,2
07/03/2022,10:49:00,96.74,0,5
07/03/2022,10:49:15,96.73,3,0
07/03/2022,10:49:17,96.73,4,0
07/03/2022,10:49:47,96.77,0,5
07/03/2022,10:49:53,96.79,0,2
07/03/2022,10:50:09,96.77,0,2
07/03/2022,10:50:45,96.78,0,2
07/03/2022,10:51:30,96.77,4,0
07/03/2022,10:54:19,96.76,5,0
07/03/2022,10:54:46,96.73,3,1
07/03/2022,10:54:50,96.74,5,0
07/03/2022,10:54:56,96.74,4,0
07/03/2022,10:55:12,96.71,4,0
07/03/2022,10:55:19,96.72,2,0
07/03/2022,10:56:19,96.73,5,1
07/03/2022,10:56:39,96.71,0,1
07/03/2022,10:58:33,96.7,4,0
07/03/2022,10:59:47,96.63,4,5
07/03/2022,11:00:26,96.68,4,1
07/03/2022,11:00:43,96.69,0,5
07/03/2022,11:00:53,96.7,4,0
07/03/2022,11:01:40,96.66,4,0
07/03/2022,11:03:06,96.68,2,0
07/03/2022,11:03:50,96.61,0,5
07/03/2022,11:04:02,96.62,3,0
07/03/2022,11:04:18,96.64,4,0
07/03/2022,11:04:53,96.69,4,0
07/03/2022,11:06:25,96.79,2,0
07/03/2022,11:10:17,96.86,2,0
07/03/2022,11:11:47,96.97,4,0
07/03/2022,11:11:55,96.96,2,0
07/03/2022,11:13:10,96.94,2,0
07/03/2022,11:13:46,96.96,4,0
07/03/2022,11:14:20,97.04,4,0
07/03/2022,11:15:36,97.01,5,0
07/03/2022,11:19:09,96.99,0,4
07/03/2022,11:20:29,96.96,5,0
07/03/2022,11:20:42,96.97,5,2
07/03/2022,11:21:06,97.02,0,2
07/03/2022,11:22:03,96.97,0,2
07/03/2022,11:22:24,96.94,5,0
07/03/2022,11:23:09,96.92,5,2
07/03/2022,11:23:21,96.94,0,4
07/03/2022,11:25:10,96.94,4,0
07/03/2022,11:25:36,96.95,4,2
07/03/2022,11:27:12,96.9,2,0
07/03/2022,11:27:32,96.88,0,1
07/03/2022,11:27:43,96.89,2,0
07/03/2022,11:29:43,97.01,0,1
07/03/2022,11:30:30,97.02,0,4
07/03/2022,11:30:48,97.03,0,4
07/03/2022,11:30:49,97.03,0,1
07/03/2022,11:31:20,97.07,0,5
07/03/2022,11:31:28,97.08,3,0
07/03/2022,11:32:07,97.15,0,5
07/03/2022,11:32:53,97.17,0,4
07/03/2022,11:33:08,97.19,0,4
07/03/2022,11:33:09,97.19,0,4
07/03/2022,11:33:24,97.21,0,4
07/03/2022,11:33:54,97.16,5,4
07/03/2022,11:37:51,96.99,0,2
07/03/2022,11:39:17,96.93,0,2
07/03/2022,11:42:50,96.99,0,4
07/03/2022,11:43:34,96.97,0,4
07/03/2022,11:44:00,97.02,0,4
07/03/2022,11:44:16,97,0,2
07/03/2022,11:44:35,97,4,0
07/03/2022,11:45:49,97.03,4,0
07/03/2022,11:46:43,97.02,0,5
07/03/2022,11:46:44,97.03,0,5
07/03/2022,11:47:20,97.01,0,5
07/03/2022,11:47:28,97.03,0,2
07/03/2022,11:47:43,96.99,2,0
07/03/2022,11:48:12,97.02,2,0
07/03/2022,11:49:55,97.03,4,0
07/03/2022,11:50:06,97,4,0
07/03/2022,11:50:13,97.03,0,5
07/03/2022,11:50:18,97.03,4,0
07/03/2022,11:50:43,97.06,4,0
07/03/2022,11:51:07,97.03,0,5
07/03/2022,11:51:37,97,2,0
07/03/2022,11:52:25,97.02,4,0
07/03/2022,11:53:07,97.03,0,5
07/03/2022,11:54:20,96.98,4,0
07/03/2022,11:54:26,97,5,0
07/03/2022,11:56:06,96.94,2,1
07/03/2022,11:56:48,96.96,0,4
07/03/2022,11:57:16,96.96,2,0
07/03/2022,11:58:38,96.89,5,4
07/03/2022,12:02:00,96.88,2,1
07/03/2022,12:02:21,96.9,0,4
07/03/2022,12:02:34,96.9,0,5
07/03/2022,12:03:28,96.9,2,0
07/03/2022,12:03:40,96.86,0,5
07/03/2022,12:04:24,96.87,0,2
07/03/2022,12:05:16,96.88,1,0
07/03/2022,12:07:25,96.93,0,1
07/03/2022,12:08:50,96.95,0,5
07/03/2022,12:09:54,96.9,0,2
07/03/2022,12:12:46,96.88,0,2
07/03/2022,12:13:01,96.88,0,2
07/03/2022,12:13:06,96.87,0,5
07/03/2022,12:13:11,96.86,1,0
07/03/2022,12:13:19,96.84,0,4
07/03/2022,12:14:02,96.86,1,2
07/03/2022,12:15:40,96.94,0,5
07/03/2022,12:15:52,96.96,0,5
07/03/2022,12:16:16,96.95,0,5
07/03/2022,12:16:20,96.98,3,0
07/03/2022,12:17:12,96.9,0,2
07/03/2022,12:20:25,96.86,0,2
07/03/2022,12:20:44,96.86,0,4
07/03/2022,12:21:09,96.88,0,4
07/03/2022,12:22:48,96.82,0,2
07/03/2022,12:23:30,96.82,0,4
07/03/2022,12:23:56,96.82,4,0
07/03/2022,12:24:15,96.79,0,2
07/03/2022,12:24:20,96.78,0,2
07/03/2022,12:26:47,96.78,0,2
07/03/2022,12:27:09,96.75,0,2
07/03/2022,12:27:31,96.77,1,4
07/03/2022,12:28:11,96.84,0,1
07/03/2022,12:29:21,96.88,0,2
07/03/2022,12:29:40,96.88,0,2
07/03/2022,12:30:25,96.91,0,5
07/03/2022,12:31:10,96.84,0,5
07/03/2022,12:31:40,96.86,0,2
07/03/2022,12:33:15,96.82,0,2
07/03/2022,12:33:43,96.78,2,0
07/03/2022,12:33:56,96.78,2,0
07/03/2022,12:34:04,96.78,2,0
07/03/2022,12:34:37,96.78,2,4
07/03/2022,12:35:16,96.78,2,0
07/03/2022,12:35:30,96.77,2,0
07/03/2022,12:35:42,96.74,0,4
07/03/2022,12:35:51,96.75,0,4
07/03/2022,12:37:21,96.7,3,0
07/03/2022,12:40:07,96.69,5,0
07/03/2022,12:40:53,96.72,3,0
07/03/2022,12:41:35,96.73,2,0
07/03/2022,12:41:59,96.77,5,0
07/03/2022,12:42:10,96.78,5,0
07/03/2022,12:42:45,96.74,5,0
07/03/2022,12:43:07,96.73,1,4
07/03/2022,12:43:40,96.75,5,4
07/03/2022,12:44:06,96.74,5,0
07/03/2022,12:45:24,96.74,2,0
07/03/2022,12:45:30,96.77,5,0
07/03/2022,12:46:39,96.72,0,4
07/03/2022,12:47:52,96.67,1,4
07/03/2022,12:48:49,96.68,5,0
07/03/2022,12:49:45,96.75,0,5
07/03/2022,12:51:42,96.74,3,0
07/03/2022,12:51:48,96.74,0,2
07/03/2022,12:52:19,96.68,0,5
07/03/2022,12:53:49,96.66,2,4
07/03/2022,12:53:57,96.7,2,0
07/03/2022,12:53:58,96.71,2,0
07/03/2022,12:54:56,96.78,0,4
07/03/2022,12:57:11,96.79,0,1
07/03/2022,13:00:02,96.71,4,2
07/03/2022,13:00:29,96.73,0,2
07/03/2022,13:01:14,96.72,3,0
07/03/2022,13:01:23,96.72,5,0
07/03/2022,13:04:15,96.66,3,2
07/03/2022,13:04:36,96.68,0,2
07/03/2022,13:05:10,96.67,4,0
07/03/2022,13:07:14,96.69,0,4
07/03/2022,13:07:26,96.68,0,2
07/03/2022,13:07:45,96.73,3,4
07/03/2022,13:07:53,96.71,0,4
07/03/2022,13:08:56,96.71,0,4
07/03/2022,13:09:05,96.68,0,4
07/03/2022,13:10:46,96.68,0,2
07/03/2022,13:12:03,96.66,3,4
07/03/2022,13:12:24,96.66,0,4
07/03/2022,13:14:47,96.65,0,5
07/03/2022,13:15:05,96.67,0,5
07/03/2022,13:16:38,96.73,1,0
07/03/2022,13:17:36,96.7,0,4
07/03/2022,13:17:48,96.72,3,0
07/03/2022,13:18:04,96.68,1,0
07/03/2022,13:18:42,96.64,2,0
07/03/2022,13:19:19,96.65,0,4
07/03/2022,13:19:41,96.67,0,5
07/03/2022,13:19:53,96.66,3,0
07/03/2022,13:19:57,96.67,0,4
07/03/2022,13:20:50,96.64,1,5
07/03/2022,13:21:37,96.65,0,2
07/03/2022,13:22:02,96.65,0,2
07/03/2022,13:22:44,96.64,0,4
07/03/2022,13:23:42,96.55,3,0
07/03/2022,13:26:17,96.67,4,0
07/03/2022,13:26:32,96.71,4,2
07/03/2022,13:26:42,96.71,3,0
07/03/2022,13:30:47,96.67,2,0
07/03/2022,13:30:51,96.69,2,0
07/03/2022,13:33:30,96.78,4,0
07/03/2022,13:35:43,96.87,2,0
07/03/2022,13:35:57,96.87,3,0
07/03/2022,13:36:05,96.9,2,0
07/03/2022,13:36:15,96.88,5,0
07/03/2022,13:36:29,96.9,1,0
07/03/2022,13:37:55,96.95,4,0
07/03/2022,13:39:12,97.01,2,0
07/03/2022,13:41:04,97.12,3,4
07/03/2022,13:41:34,97.17,4,0
07/03/2022,13:42:48,97.13,5,0
07/03/2022,13:43:06,97.13,4,0
07/03/2022,13:44:03,97.11,4,1
07/03/2022,13:44:46,97.13,4,0
07/03/2022,13:46:30,97.16,3,0
07/03/2022,13:47:54,97.01,5,0
07/03/2022,13:49:12,96.98,2,0
07/03/2022,13:50:22,96.92,5,0
07/03/2022,13:51:10,96.88,5,0
07/03/2022,13:51:26,96.9,0,1
07/03/2022,13:52:11,96.94,5,0
07/03/2022,13:53:01,97.02,5,2
07/03/2022,13:54:27,96.97,4,0
07/03/2022,13:55:36,96.95,4,1
07/03/2022,13:56:37,96.91,5,0
07/03/2022,13:57:38,96.89,5,0
07/03/2022,13:58:12,96.82,5,4
07/03/2022,13:58:19,96.83,5,2
07/03/2022,13:58:32,96.82,0,2
07/03/2022,13:58:40,96.83,5,2
07/03/2022,14:00:47,96.87,0,1
07/03/2022,14:01:42,96.91,3,2
07/03/2022,14:02:55,97.02,3,0
07/03/2022,14:03:08,97.01,0,1
07/03/2022,14:04:17,97.06,0,4
07/03/2022,14:05:18,97.08,0,4
07/03/2022,14:06:53,97.05,3,2
07/03/2022,14:07:01,97.02,0,2
07/03/2022,14:08:05,97.09,3,4
07/03/2022,14:10:14,97.16,0,5
07/03/2022,14:10:17,97.16,0,4
07/03/2022,14:12:42,97.03,0,4
07/03/2022,14:13:02,96.99,3,0
07/03/2022,14:13:20,96.96,0,2
07/03/2022,14:14:32,96.98,0,4
07/03/2022,14:15:14,96.94,0,5
07/03/2022,14:15:30,96.91,0,5
07/03/2022,14:15:47,96.89,0,4
07/03/2022,14:15:52,96.89,3,1
07/03/2022,14:16:42,96.89,0,4
07/03/2022,14:20:50,96.83,0,5
07/03/2022,14:20:55,96.82,0,1
07/03/2022,14:21:11,96.79,0,2
07/03/2022,14:22:27,96.75,0,5
07/03/2022,14:23:16,96.7,0,4
07/03/2022,14:23:57,96.75,0,5
07/03/2022,14:24:16,96.76,0,2
07/03/2022,14:25:08,96.7,0,4
07/03/2022,14:25:45,96.73,0,2
07/03/2022,14:27:35,96.72,0,5
07/03/2022,14:27:54,96.72,0,5
07/03/2022,14:28:50,96.74,3,0
07/03/2022,14:29:20,96.76,0,5
07/03/2022,14:33:14,96.78,0,5
07/03/2022,14:33:47,96.75,0,2
07/03/2022,14:34:10,96.73,0,5
07/03/2022,14:34:44,96.72,0,5
07/03/2022,14:36:06,96.75,3,5
07/03/2022,14:36:56,96.71,0,5
07/03/2022,14:39:32,96.65,0,5
07/03/2022,14:39:38,96.65,0,5
07/03/2022,14:41:08,96.62,0,5
07/03/2022,14:41:18,96.62,0,4
07/03/2022,14:41:26,96.61,2,0
07/03/2022,14:42:25,96.62,2,5
07/03/2022,14:42:54,96.6,3,0
07/03/2022,14:43:21,96.58,2,0
07/03/2022,14:43:29,96.57,0,5
07/03/2022,14:43:31,96.55,2,0
07/03/2022,14:43:37,96.56,2,0
07/03/2022,14:45:11,96.58,0,4
07/03/2022,14:45:17,96.61,5,0
07/03/2022,14:45:46,96.59,5,4
07/03/2022,14:50:10,96.53,5,0
07/03/2022,14:50:26,96.49,0,4
07/03/2022,14:50:41,96.46,5,4
07/03/2022,14:51:38,96.44,5,0
07/03/2022,14:53:23,96.53,0,4
07/03/2022,14:54:50,96.57,3,0
07/03/2022,14:54:53,96.57,3,0
07/03/2022,14:55:40,96.54,0,5
07/03/2022,14:56:21,96.48,0,4
07/03/2022,15:01:37,96.51,2,0
07/03/2022,15:01:44,96.51,2,0
07/03/2022,15:01:53,96.49,1,0
07/03/2022,15:02:38,96.43,2,0
07/03/2022,15:03:12,96.41,2,0
07/03/2022,15:03:22,96.4,1,0
07/03/2022,15:04:15,96.39,2,0
07/03/2022,15:05:10,96.4,2,0
07/03/2022,15:05:27,96.43,2,0
07/03/2022,15:07:29,96.44,2,0
07/03/2022,15:08:38,96.39,2,0
07/03/2022,15:09:58,96.49,2,0
07/03/2022,15:12:59,96.47,2,0
07/03/2022,15:15:41,96.48,5,0
07/03/2022,15:16:35,96.5,2,0
07/03/2022,15:18:58,96.55,2,0
07/03/2022,15:19:13,96.53,4,0
07/03/2022,15:19:35,96.56,5,0
07/03/2022,15:19:38,96.55,1,0
07/03/2022,15:19:50,96.56,2,0
07/03/2022,15:20:21,96.56,4,0
07/03/2022,15:20:22,96.55,2,0
07/03/2022,15:20:41,96.59,4,0
07/03/2022,15:21:38,96.54,4,0
07/03/2022,15:21:56,96.52,5,0
